            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2443898.500000000, A.D. 1979-Jan-25 00:00:00.0000, -4.375105817100903E+08,  6.116975891422226E+08,  8.223618792817563E+06, -1.266313871430440E+01,  4.176022817762272E+00, -4.438436153416658E-03,
2443899.500000000, A.D. 1979-Jan-26 00:00:00.0000, -4.386042214100711E+08,  6.120579817909499E+08,  8.223218704636753E+06, -1.265260797051624E+01,  4.166463207439657E+00, -4.824012354408547E-03,
2443900.500000000, A.D. 1979-Jan-27 00:00:00.0000, -4.396969546670674E+08,  6.124175653280710E+08,  8.222784996977270E+06, -1.264215709436528E+01,  4.157297555668689E+00, -5.216760703379730E-03,
2443901.500000000, A.D. 1979-Jan-28 00:00:00.0000, -4.407887886117182E+08,  6.127763749107198E+08,  8.222317024499059E+06, -1.263179150738319E+01,  4.148552212067446E+00, -5.617284995732774E-03,
2443902.500000000, A.D. 1979-Jan-29 00:00:00.0000, -4.418797308690419E+08,  6.131344480927930E+08,  8.221814087083668E+06, -1.262151724602368E+01,  4.140256367514628E+00, -6.026250716319570E-03,
2443903.500000000, A.D. 1979-Jan-30 00:00:00.0000, -4.429697896155034E+08,  6.134918250868993E+08,  8.221275424154788E+06, -1.261134105579522E+01,  4.132442447215605E+00, -6.444393428539863E-03,
2443904.500000000, A.D. 1979-Jan-31 00:00:00.0000, -4.440589736447447E+08,  6.138485490634304E+08,  8.220700208202034E+06, -1.260127049607624E+01,  4.125146576051359E+00, -6.872528664238153E-03,
2443905.500000000, A.D. 1979-Feb-01 00:00:00.0000, -4.451472924430481E+08,  6.142046664928157E+08,  8.220087537409216E+06, -1.259131406354254E+01,  4.118409115802888E+00, -7.311562919678938E-03,
2443906.500000000, A.D. 1979-Feb-02 00:00:00.0000, -4.462347562766510E+08,  6.145602275381649E+08,  8.219436427253067E+06, -1.258148134459806E+01,  4.112275298837266E+00, -7.762506616005638E-03,
2443907.500000000, A.D. 1979-Feb-03 00:00:00.0000, -4.473213762937251E+08,  6.149152865081731E+08,  8.218745800847441E+06, -1.257178320019496E+01,  4.106795995370462E+00, -8.226490291024291E-03,
2443908.500000000, A.D. 1979-Feb-04 00:00:00.0000, -4.484071646432685E+08,  6.152699023824009E+08,  8.218014477786422E+06, -1.256223197564740E+01,  4.102028620203139E+00, -8.704782913938391E-03,
2443909.500000000, A.D. 1979-Feb-05 00:00:00.0000, -4.494921346142569E+08,  6.156241394218197E+08,  8.217241161288708E+06, -1.255284176234353E+01,  4.098038210625870E+00, -9.198813344084567E-03,
2443910.500000000, A.D. 1979-Feb-06 00:00:00.0000, -4.505763008001648E+08,  6.159780678820028E+08,  8.216424423287600E+06, -1.254362872692525E+01,  4.094898734681989E+00, -9.710196639755919E-03,
2443911.500000000, A.D. 1979-Feb-07 00:00:00.0000, -4.516596792949443E+08,  6.163317648519299E+08,  8.215562686979771E+06, -1.253461150738810E+01,  4.092694699074112E+00, -1.024076655276662E-02,
2443912.500000000, A.D. 1979-Feb-08 00:00:00.0000, -4.527422879266018E+08,  6.166853152458080E+08,  8.214654206337690E+06, -1.252581169629519E+01,  4.091523094532499E+00, -1.079261350489857E-02,
2443913.500000000, A.D. 1979-Feb-09 00:00:00.0000, -4.538241465379090E+08,  6.170388129813490E+08,  8.213697042000771E+06, -1.251725445528136E+01,  4.091495787550730E+00, -1.136813100730416E-02,
2443914.500000000, A.D. 1979-Feb-10 00:00:00.0000, -4.549052773274819E+08,  6.173923623896639E+08,  8.212689032640129E+06, -1.250896930003699E+01,  4.092742523665803E+00, -1.197007472091194E-02,
2443915.500000000, A.D. 1979-Feb-11 00:00:00.0000, -4.559857052658817E+08,  6.177460799164159E+08,  8.211627760653883E+06, -1.250099106070144E+01,  4.095414681119659E+00, -1.260163421717531E-02,
